Name;Station;Time;Air temperature;Mean wind speed;Wind direction;Cloud cover;Relative air humidity
Svalbard Lufthavn;SN99840;01.11.2020 14:00;-1.7;9.3;129;-;65
Svalbard Lufthavn;SN99840;01.11.2020 15:00;-1.6;9.1;127;-;65
Svalbard Lufthavn;SN99840;01.11.2020 16:00;-1.2;8.4;128;2;68
Svalbard Lufthavn;SN99840;01.11.2020 17:00;-0.8;9.9;134;-;69
Svalbard Lufthavn;SN99840;01.11.2020 18:00;-0.8;10.1;135;-;70
Svalbard Lufthavn;SN99840;01.11.2020 19:00;-0.4;11.2;120;2;71
Svalbard Lufthavn;SN99840;01.11.2020 20:00;0.1;9.8;133;-;70
Svalbard Lufthavn;SN99840;01.11.2020 21:00;-0.2;8.9;130;-;73
Svalbard Lufthavn;SN99840;01.11.2020 22:00;0.9;9.4;127;1;70
Svalbard Lufthavn;SN99840;01.11.2020 23:00;1.1;10.6;118;-;70
Svalbard Lufthavn;SN99840;02.11.2020 00:00;1.5;11.8;122;-;71
Svalbard Lufthavn;SN99840;02.11.2020 01:00;1.7;12.9;123;1;70
Svalbard Lufthavn;SN99840;02.11.2020 02:00;2.2;11.7;121;-;68
Svalbard Lufthavn;SN99840;02.11.2020 03:00;1.8;11.5;129;-;69
Svalbard Lufthavn;SN99840;02.11.2020 04:00;2.1;12.8;120;1;70
Svalbard Lufthavn;SN99840;02.11.2020 05:00;2.2;9.9;123;-;68
Svalbard Lufthavn;SN99840;02.11.2020 06:00;2;9.5;111;-;70
Svalbard Lufthavn;SN99840;02.11.2020 07:00;2.1;12.1;116;2;72
Svalbard Lufthavn;SN99840;02.11.2020 08:00;2.3;10;106;-;72
Svalbard Lufthavn;SN99840;02.11.2020 09:00;2.4;11.2;110;-;69
Svalbard Lufthavn;SN99840;02.11.2020 10:00;2.1;13.2;105;4;71
Svalbard Lufthavn;SN99840;02.11.2020 11:00;1.4;13.1;111;-;72
Svalbard Lufthavn;SN99840;02.11.2020 12:00;0.8;14.5;113;-;72
Svalbard Lufthavn;SN99840;02.11.2020 13:00;0.3;13.6;109;4;72
Svalbard Lufthavn;SN99840;02.11.2020 14:00;0.1;13.2;109;-;73
Svalbard Lufthavn;SN99840;02.11.2020 15:00;0.4;10.9;101;-;73
Svalbard Lufthavn;SN99840;02.11.2020 16:00;0.2;11.6;100;5;73
Svalbard Lufthavn;SN99840;02.11.2020 17:00;1.2;9.6;90;-;73
Svalbard Lufthavn;SN99840;02.11.2020 18:00;1.1;15.8;107;-;70
Svalbard Lufthavn;SN99840;02.11.2020 19:00;1.8;10.1;82;5;72
Svalbard Lufthavn;SN99840;02.11.2020 20:00;2.2;13.4;80;-;70
Svalbard Lufthavn;SN99840;02.11.2020 21:00;1.1;13.9;106;-;77
Svalbard Lufthavn;SN99840;02.11.2020 22:00;1;14.9;106;6;77
Svalbard Lufthavn;SN99840;02.11.2020 23:00;1.4;15.5;108;-;70
Svalbard Lufthavn;SN99840;03.11.2020 00:00;0.7;15.8;107;-;76
Svalbard Lufthavn;SN99840;03.11.2020 01:00;0.2;16;104;7;78
Svalbard Lufthavn;SN99840;03.11.2020 02:00;0;15.6;104;-;78
Svalbard Lufthavn;SN99840;03.11.2020 03:00;0.2;16.6;106;-;76
Svalbard Lufthavn;SN99840;03.11.2020 04:00;0.2;17.4;103;7;75
Svalbard Lufthavn;SN99840;03.11.2020 05:00;-0.6;16;102;-;80
Svalbard Lufthavn;SN99840;03.11.2020 06:00;0.4;16.2;81;-;73
Svalbard Lufthavn;SN99840;03.11.2020 07:00;0;17;81;7;75
Svalbard Lufthavn;SN99840;03.11.2020 08:00;0.5;17.5;83;-;72
Svalbard Lufthavn;SN99840;03.11.2020 09:00;0.7;16.1;84;-;68
Svalbard Lufthavn;SN99840;03.11.2020 10:00;-0.6;13.7;90;7;69
Svalbard Lufthavn;SN99840;03.11.2020 11:00;-1;12.2;98;-;78
Svalbard Lufthavn;SN99840;03.11.2020 12:00;-0.5;14.4;80;-;72
Svalbard Lufthavn;SN99840;03.11.2020 13:00;-0.8;11;83;7;76
Svalbard Lufthavn;SN99840;03.11.2020 14:00;0;10.2;84;-;67
Svalbard Lufthavn;SN99840;03.11.2020 15:00;-0.4;14.1;79;-;76
Svalbard Lufthavn;SN99840;03.11.2020 16:00;-0.9;11.8;83;7;84
Svalbard Lufthavn;SN99840;03.11.2020 17:00;0;13;74;-;72
Svalbard Lufthavn;SN99840;03.11.2020 18:00;-0.3;13.7;71;-;68
Svalbard Lufthavn;SN99840;03.11.2020 19:00;-1.2;10.9;73;7;78
Svalbard Lufthavn;SN99840;03.11.2020 20:00;-0.5;9.3;72;-;67
Svalbard Lufthavn;SN99840;03.11.2020 21:00;-1.7;7.7;93;-;80
Svalbard Lufthavn;SN99840;03.11.2020 22:00;-1.9;11.3;96;7;82
Svalbard Lufthavn;SN99840;03.11.2020 23:00;-1.1;9.6;75;-;73
Svalbard Lufthavn;SN99840;04.11.2020 00:00;-1.4;3;53;-;78
Svalbard Lufthavn;SN99840;04.11.2020 01:00;-1.3;5.8;59;7;78
Svalbard Lufthavn;SN99840;04.11.2020 02:00;-0.7;6.1;53;-;72
Svalbard Lufthavn;SN99840;04.11.2020 03:00;-0.4;7.5;91;-;67
Svalbard Lufthavn;SN99840;04.11.2020 04:00;-0.4;9;60;7;70
Svalbard Lufthavn;SN99840;04.11.2020 05:00;-0.4;9.3;70;-;71
Svalbard Lufthavn;SN99840;04.11.2020 06:00;-0.7;10.1;99;-;71
Svalbard Lufthavn;SN99840;04.11.2020 07:00;-0.9;6;102;5;76
Svalbard Lufthavn;SN99840;04.11.2020 08:00;-0.9;8.3;108;-;77
Svalbard Lufthavn;SN99840;04.11.2020 09:00;-1;7.2;108;-;77
Svalbard Lufthavn;SN99840;04.11.2020 10:00;-0.7;6.2;109;7;72
Svalbard Lufthavn;SN99840;04.11.2020 11:00;-1.2;3.1;118;-;80
Svalbard Lufthavn;SN99840;04.11.2020 12:00;-1.1;2.6;142;-;81
Svalbard Lufthavn;SN99840;04.11.2020 13:00;-1.2;2.4;143;8;86
Svalbard Lufthavn;SN99840;04.11.2020 14:00;-1;1.9;191;-;84
Svalbard Lufthavn;SN99840;04.11.2020 15:00;-0.3;3.4;74;-;77
Svalbard Lufthavn;SN99840;04.11.2020 16:00;-0.5;4.6;103;8;79
Svalbard Lufthavn;SN99840;04.11.2020 17:00;-0.5;4.1;95;-;79
Svalbard Lufthavn;SN99840;04.11.2020 18:00;-0.5;5.3;116;-;79
Svalbard Lufthavn;SN99840;04.11.2020 19:00;-0.1;5.8;104;7;76
Svalbard Lufthavn;SN99840;04.11.2020 20:00;0.6;8.1;98;-;71
Svalbard Lufthavn;SN99840;04.11.2020 21:00;0.1;8.4;111;-;76
Svalbard Lufthavn;SN99840;04.11.2020 22:00;0.6;5.2;104;3;74
Svalbard Lufthavn;SN99840;04.11.2020 23:00;0.9;6.7;96;-;75
Svalbard Lufthavn;SN99840;05.11.2020 00:00;1;4.3;99;-;77
Svalbard Lufthavn;SN99840;05.11.2020 01:00;1.3;5.7;106;7;75
Svalbard Lufthavn;SN99840;05.11.2020 02:00;1.4;7.4;95;-;73
Svalbard Lufthavn;SN99840;05.11.2020 03:00;1.5;8.5;104;-;73
Svalbard Lufthavn;SN99840;05.11.2020 04:00;2.2;7.8;111;7;69
Svalbard Lufthavn;SN99840;05.11.2020 05:00;2;7.3;118;-;71
Svalbard Lufthavn;SN99840;05.11.2020 06:00;2.5;8.3;112;-;71
Svalbard Lufthavn;SN99840;05.11.2020 07:00;2.6;8.1;110;7;71
Svalbard Lufthavn;SN99840;05.11.2020 08:00;2.5;6.7;116;-;72
Svalbard Lufthavn;SN99840;05.11.2020 09:00;2.8;7.9;116;-;71
Svalbard Lufthavn;SN99840;05.11.2020 10:00;2.5;6.4;114;7;72
Svalbard Lufthavn;SN99840;05.11.2020 11:00;1.4;6;120;-;80
Svalbard Lufthavn;SN99840;05.11.2020 12:00;2.3;4.2;82;-;75
Svalbard Lufthavn;SN99840;05.11.2020 13:00;1.7;5.4;131;7;81
Svalbard Lufthavn;SN99840;05.11.2020 14:00;1.7;4.1;101;-;78
Svalbard Lufthavn;SN99840;05.11.2020 15:00;1.9;6.4;113;-;78
Svalbard Lufthavn;SN99840;05.11.2020 16:00;2.1;2.2;113;7;78
Svalbard Lufthavn;SN99840;05.11.2020 17:00;2.2;3.9;88;-;75
Svalbard Lufthavn;SN99840;05.11.2020 18:00;2.4;5.2;100;-;74
Svalbard Lufthavn;SN99840;05.11.2020 19:00;3.2;6.2;108;4;72
Svalbard Lufthavn;SN99840;05.11.2020 20:00;3.1;7.1;129;-;73
Svalbard Lufthavn;SN99840;05.11.2020 21:00;3.2;7.3;131;-;73
Svalbard Lufthavn;SN99840;05.11.2020 22:00;3.2;7.2;120;6;74
Svalbard Lufthavn;SN99840;05.11.2020 23:00;3.2;6.7;128;-;75
Svalbard Lufthavn;SN99840;06.11.2020 00:00;3.2;7.1;121;-;74
Svalbard Lufthavn;SN99840;06.11.2020 01:00;2.8;6.5;117;6;74
Svalbard Lufthavn;SN99840;06.11.2020 02:00;2.7;8.4;145;-;73
Svalbard Lufthavn;SN99840;06.11.2020 03:00;2.2;8.2;130;-;76
Svalbard Lufthavn;SN99840;06.11.2020 04:00;2.5;5.9;124;5;73
Svalbard Lufthavn;SN99840;06.11.2020 05:00;2.4;7.7;141;-;75
Svalbard Lufthavn;SN99840;06.11.2020 06:00;2.2;7.4;132;-;75
Svalbard Lufthavn;SN99840;06.11.2020 07:00;2.1;6.7;145;3;75
Svalbard Lufthavn;SN99840;06.11.2020 08:00;2.8;6.5;134;-;70
Svalbard Lufthavn;SN99840;06.11.2020 09:00;3;1.1;157;-;70
Svalbard Lufthavn;SN99840;06.11.2020 10:00;2.2;5.4;123;7;77
Svalbard Lufthavn;SN99840;06.11.2020 11:00;2.8;5.5;78;-;73
Svalbard Lufthavn;SN99840;06.11.2020 12:00;2.8;5.8;119;-;72
Svalbard Lufthavn;SN99840;06.11.2020 13:00;2.7;6.9;129;7;74
Svalbard Lufthavn;SN99840;06.11.2020 14:00;2.8;4.3;84;-;72
Svalbard Lufthavn;SN99840;06.11.2020 15:00;2.3;4.3;78;-;77
Svalbard Lufthavn;SN99840;06.11.2020 16:00;2.2;4.2;84;4;77
Svalbard Lufthavn;SN99840;06.11.2020 17:00;1.9;2.8;107;-;79
Svalbard Lufthavn;SN99840;06.11.2020 18:00;1.2;4.7;93;-;87
Svalbard Lufthavn;SN99840;06.11.2020 19:00;1.1;3.8;83;7;86
Svalbard Lufthavn;SN99840;06.11.2020 20:00;0.1;4.6;85;-;89
Svalbard Lufthavn;SN99840;06.11.2020 21:00;0;4.8;94;-;89
Svalbard Lufthavn;SN99840;06.11.2020 22:00;1.2;5.1;97;7;83
Svalbard Lufthavn;SN99840;06.11.2020 23:00;0.6;5.6;70;-;82
Svalbard Lufthavn;SN99840;07.11.2020 00:00;1;3.2;90;-;84
Svalbard Lufthavn;SN99840;07.11.2020 01:00;0.8;5.3;91;7;85
Svalbard Lufthavn;SN99840;07.11.2020 02:00;0.9;4.6;106;-;85
Svalbard Lufthavn;SN99840;07.11.2020 03:00;1.1;3;83;-;80
Svalbard Lufthavn;SN99840;07.11.2020 04:00;0.8;4;93;8;88
Svalbard Lufthavn;SN99840;07.11.2020 05:00;0.6;3.7;101;-;91
Svalbard Lufthavn;SN99840;07.11.2020 06:00;1.1;5.2;85;-;85
Svalbard Lufthavn;SN99840;07.11.2020 07:00;1.2;5.7;89;7;82
Svalbard Lufthavn;SN99840;07.11.2020 08:00;1.3;5.5;102;-;81
Svalbard Lufthavn;SN99840;07.11.2020 09:00;1.8;4.7;133;-;75
Svalbard Lufthavn;SN99840;07.11.2020 10:00;2.2;4.9;119;7;72
Svalbard Lufthavn;SN99840;07.11.2020 11:00;2.2;5.7;125;-;71
Svalbard Lufthavn;SN99840;07.11.2020 12:00;1.9;6.2;140;-;73
Svalbard Lufthavn;SN99840;07.11.2020 13:00;1.1;1.9;185;6;78
Svalbard Lufthavn;SN99840;07.11.2020 14:00;1.9;5;158;-;71
Svalbard Lufthavn;SN99840;07.11.2020 15:00;1;0.9;262;-;76
Svalbard Lufthavn;SN99840;07.11.2020 16:00;1.2;1.9;252;7;78
Svalbard Lufthavn;SN99840;07.11.2020 17:00;1.3;1;257;-;76
Svalbard Lufthavn;SN99840;07.11.2020 18:00;0.4;0.8;209;-;84
Svalbard Lufthavn;SN99840;07.11.2020 19:00;-0.8;2.4;108;3;84
Svalbard Lufthavn;SN99840;07.11.2020 20:00;-2.1;3.1;113;-;84
Svalbard Lufthavn;SN99840;07.11.2020 21:00;-2.5;2.6;110;-;83
Svalbard Lufthavn;SN99840;07.11.2020 22:00;-2.4;2.1;114;1;81
Svalbard Lufthavn;SN99840;07.11.2020 23:00;-3.4;0.9;209;-;85
Svalbard Lufthavn;SN99840;08.11.2020 00:00;-2.3;1;182;-;81
Svalbard Lufthavn;SN99840;08.11.2020 01:00;-1.3;1.7;109;7;81
Svalbard Lufthavn;SN99840;08.11.2020 02:00;-2.1;0.4;144;-;85
Svalbard Lufthavn;SN99840;08.11.2020 03:00;-1.2;1.3;206;-;79
Svalbard Lufthavn;SN99840;08.11.2020 04:00;-0.9;0;0;5;82
Svalbard Lufthavn;SN99840;08.11.2020 05:00;-1.4;1.3;174;-;81
Svalbard Lufthavn;SN99840;08.11.2020 06:00;-1.1;1.8;215;-;82
Svalbard Lufthavn;SN99840;08.11.2020 07:00;-1.8;1.6;117;5;85
Svalbard Lufthavn;SN99840;08.11.2020 08:00;-2.3;2;118;-;83
Svalbard Lufthavn;SN99840;08.11.2020 09:00;-2.8;0.8;269;-;79
Svalbard Lufthavn;SN99840;08.11.2020 10:00;-2.6;1.6;158;4;81
Svalbard Lufthavn;SN99840;08.11.2020 11:00;-2.9;1.4;119;-;88
Svalbard Lufthavn;SN99840;08.11.2020 12:00;-1.7;3.5;200;-;90
Svalbard Lufthavn;SN99840;08.11.2020 13:00;-0.4;8.5;221;7;79
Svalbard Lufthavn;SN99840;08.11.2020 14:00;-1.2;6.9;212;-;80
Svalbard Lufthavn;SN99840;08.11.2020 15:00;-1.7;7;214;-;80
Svalbard Lufthavn;SN99840;08.11.2020 16:00;-1.8;8.9;227;7;80
Svalbard Lufthavn;SN99840;08.11.2020 17:00;-2.1;9.7;225;-;81
Svalbard Lufthavn;SN99840;08.11.2020 18:00;-2.6;9.4;222;-;81
Svalbard Lufthavn;SN99840;08.11.2020 19:00;-2.8;9.1;196;7;77
Svalbard Lufthavn;SN99840;08.11.2020 20:00;-2.4;5.9;215;-;72
Svalbard Lufthavn;SN99840;08.11.2020 21:00;-2.8;3.3;224;-;81
Svalbard Lufthavn;SN99840;08.11.2020 22:00;-2.6;4.8;190;7;79
Svalbard Lufthavn;SN99840;08.11.2020 23:00;-2.8;3.6;228;-;81
Svalbard Lufthavn;SN99840;09.11.2020 00:00;-3.5;2.5;252;-;81
Svalbard Lufthavn;SN99840;09.11.2020 01:00;-2.7;3.1;242;7;78
Svalbard Lufthavn;SN99840;09.11.2020 02:00;-2.7;4;302;-;73
Svalbard Lufthavn;SN99840;09.11.2020 03:00;-2.6;4.3;309;-;75
Svalbard Lufthavn;SN99840;09.11.2020 04:00;-2.6;4.9;308;7;73
Svalbard Lufthavn;SN99840;09.11.2020 05:00;-2.8;7.1;313;-;72
Svalbard Lufthavn;SN99840;09.11.2020 06:00;-3.1;5.9;303;-;74
Svalbard Lufthavn;SN99840;09.11.2020 07:00;-3;5.4;313;7;75
Svalbard Lufthavn;SN99840;09.11.2020 08:00;-3.5;6.3;313;-;72
Svalbard Lufthavn;SN99840;09.11.2020 09:00;-4.8;4.6;291;-;75
Svalbard Lufthavn;SN99840;09.11.2020 10:00;-4.7;4.3;277;2;69
Svalbard Lufthavn;SN99840;09.11.2020 11:00;-5.1;4.3;314;-;66
Svalbard Lufthavn;SN99840;09.11.2020 12:00;-4.6;5.4;296;-;68
Svalbard Lufthavn;SN99840;09.11.2020 13:00;-5.4;3.1;245;1;67
Svalbard Lufthavn;SN99840;09.11.2020 14:00;-5.5;2.5;220;-;68
Svalbard Lufthavn;SN99840;09.11.2020 15:00;-6.2;2.5;215;-;73
Svalbard Lufthavn;SN99840;09.11.2020 16:00;-5.9;3.2;215;1;68
Svalbard Lufthavn;SN99840;09.11.2020 17:00;-5.8;2.3;220;-;69
Svalbard Lufthavn;SN99840;09.11.2020 18:00;-4.5;2.5;233;-;73
Svalbard Lufthavn;SN99840;09.11.2020 19:00;-4.3;2.3;241;7;72
Svalbard Lufthavn;SN99840;09.11.2020 20:00;-5.2;0.7;262;-;76
Svalbard Lufthavn;SN99840;09.11.2020 21:00;-4.2;2.6;245;-;73
Svalbard Lufthavn;SN99840;09.11.2020 22:00;-4.3;3.6;245;7;78
Svalbard Lufthavn;SN99840;09.11.2020 23:00;-3.8;4.2;250;-;77
Svalbard Lufthavn;SN99840;10.11.2020 00:00;-4.6;8.1;292;-;71
Svalbard Lufthavn;SN99840;10.11.2020 01:00;-5.1;9.2;277;7;61
Svalbard Lufthavn;SN99840;10.11.2020 02:00;-5.4;8.4;279;-;61
Svalbard Lufthavn;SN99840;10.11.2020 03:00;-5.6;6.8;282;-;59
Svalbard Lufthavn;SN99840;10.11.2020 04:00;-5.3;6.8;291;7;60
Svalbard Lufthavn;SN99840;10.11.2020 05:00;-5.2;7;277;-;60
Svalbard Lufthavn;SN99840;10.11.2020 06:00;-5.4;7;276;-;60
Svalbard Lufthavn;SN99840;10.11.2020 07:00;-5.6;8.8;277;7;61
Svalbard Lufthavn;SN99840;10.11.2020 08:00;-5.5;2.7;227;-;61
Svalbard Lufthavn;SN99840;10.11.2020 09:00;-5.1;4.2;222;-;63
Svalbard Lufthavn;SN99840;10.11.2020 10:00;-5;5.4;212;7;67
Svalbard Lufthavn;SN99840;10.11.2020 11:00;-4.4;4.9;194;-;63
Svalbard Lufthavn;SN99840;10.11.2020 12:00;-4.5;3.3;131;-;65
Svalbard Lufthavn;SN99840;10.11.2020 13:00;-3.6;6.9;211;7;69
Svalbard Lufthavn;SN99840;10.11.2020 14:00;-2.1;9.6;211;-;69
Svalbard Lufthavn;SN99840;10.11.2020 15:00;-1.5;7.4;196;-;66
Svalbard Lufthavn;SN99840;10.11.2020 16:00;-1.1;8.2;196;7;67
Svalbard Lufthavn;SN99840;10.11.2020 17:00;-0.4;6.5;184;-;66
Svalbard Lufthavn;SN99840;10.11.2020 18:00;0;7.1;182;-;68
Svalbard Lufthavn;SN99840;10.11.2020 19:00;0.6;5.6;182;7;67
Svalbard Lufthavn;SN99840;10.11.2020 20:00;-0.5;4.5;169;-;74
Svalbard Lufthavn;SN99840;10.11.2020 21:00;-0.4;5.3;182;-;76
Svalbard Lufthavn;SN99840;10.11.2020 22:00;-0.8;5.6;111;7;79
Svalbard Lufthavn;SN99840;10.11.2020 23:00;-0.2;5.2;105;-;79
Svalbard Lufthavn;SN99840;11.11.2020 00:00;0.2;6.6;104;-;76
Svalbard Lufthavn;SN99840;11.11.2020 01:00;0.9;5.8;103;7;73
Svalbard Lufthavn;SN99840;11.11.2020 02:00;1.2;7.9;97;-;73
Svalbard Lufthavn;SN99840;11.11.2020 03:00;1.8;6.6;111;-;74
Svalbard Lufthavn;SN99840;11.11.2020 04:00;1.7;6.6;109;7;78
Svalbard Lufthavn;SN99840;11.11.2020 05:00;2.2;3.8;112;-;80
Svalbard Lufthavn;SN99840;11.11.2020 06:00;1.6;1.2;279;-;85
Svalbard Lufthavn;SN99840;11.11.2020 07:00;1.2;2.1;248;7;92
Svalbard Lufthavn;SN99840;11.11.2020 08:00;1.2;1.6;250;-;94
Svalbard Lufthavn;SN99840;11.11.2020 09:00;0.9;1.5;305;-;95
Svalbard Lufthavn;SN99840;11.11.2020 10:00;0.7;1.8;146;7;95
Svalbard Lufthavn;SN99840;11.11.2020 11:00;1.3;1.9;102;-;93
Svalbard Lufthavn;SN99840;11.11.2020 12:00;2;1;30;-;92
Svalbard Lufthavn;SN99840;11.11.2020 13:00;2.2;0.9;103;7;94
Svalbard Lufthavn;SN99840;11.11.2020 14:00;2.4;1.1;95;-;93
Svalbard Lufthavn;SN99840;11.11.2020 15:00;2.2;1.8;100;-;93
Svalbard Lufthavn;SN99840;11.11.2020 16:00;2.4;4.1;90;7;90
Svalbard Lufthavn;SN99840;11.11.2020 17:00;5;3.3;103;-;82
Svalbard Lufthavn;SN99840;11.11.2020 18:00;4;5.2;95;-;84
Svalbard Lufthavn;SN99840;11.11.2020 19:00;5;6.3;100;7;84
Svalbard Lufthavn;SN99840;11.11.2020 20:00;4.6;5.3;118;-;82
Svalbard Lufthavn;SN99840;11.11.2020 21:00;5.7;6.8;116;-;78
Svalbard Lufthavn;SN99840;11.11.2020 22:00;6.8;3;283;4;76
Svalbard Lufthavn;SN99840;11.11.2020 23:00;7.3;3.6;122;-;75
Svalbard Lufthavn;SN99840;12.11.2020 00:00;7.5;8.2;129;-;76
Svalbard Lufthavn;SN99840;12.11.2020 01:00;7.4;5.1;183;7;77
Svalbard Lufthavn;SN99840;12.11.2020 02:00;8.2;6.3;133;-;72
Svalbard Lufthavn;SN99840;12.11.2020 03:00;8.3;6;201;-;65
Svalbard Lufthavn;SN99840;12.11.2020 04:00;8;6.5;131;7;58
Svalbard Lufthavn;SN99840;12.11.2020 05:00;7.9;8.3;151;-;52
Svalbard Lufthavn;SN99840;12.11.2020 06:00;7.5;5.3;152;-;53
Svalbard Lufthavn;SN99840;12.11.2020 07:00;7.4;4;227;6;52
Svalbard Lufthavn;SN99840;12.11.2020 08:00;6.6;4.3;198;-;58
Svalbard Lufthavn;SN99840;12.11.2020 09:00;6.4;3.7;199;-;57
Svalbard Lufthavn;SN99840;12.11.2020 10:00;5.1;4.1;161;7;70
Svalbard Lufthavn;SN99840;12.11.2020 11:00;5.1;3.6;141;-;66
Svalbard Lufthavn;SN99840;12.11.2020 12:00;4.2;4.5;159;-;72
Svalbard Lufthavn;SN99840;12.11.2020 13:00;3.6;3.6;225;7;79
Svalbard Lufthavn;SN99840;12.11.2020 14:00;2.2;0.9;182;-;88
Svalbard Lufthavn;SN99840;12.11.2020 15:00;0.9;2.2;249;-;92
Svalbard Lufthavn;SN99840;12.11.2020 16:00;0.2;1.3;286;0;95
Svalbard Lufthavn;SN99840;12.11.2020 17:00;0;3.6;264;-;97
Svalbard Lufthavn;SN99840;12.11.2020 18:00;0.3;2.5;254;-;96
Svalbard Lufthavn;SN99840;12.11.2020 19:00;0.4;3;240;0;96
Svalbard Lufthavn;SN99840;12.11.2020 20:00;0.7;2.2;238;-;92
Svalbard Lufthavn;SN99840;12.11.2020 21:00;1.4;2.8;234;-;85
Svalbard Lufthavn;SN99840;12.11.2020 22:00;1;5.5;237;7;87
Svalbard Lufthavn;SN99840;12.11.2020 23:00;0.9;6.3;222;-;82
Svalbard Lufthavn;SN99840;13.11.2020 00:00;1.2;5;236;-;77
Svalbard Lufthavn;SN99840;13.11.2020 01:00;1.4;3.5;227;7;74
Svalbard Lufthavn;SN99840;13.11.2020 02:00;-0.2;4.8;197;-;74
Svalbard Lufthavn;SN99840;13.11.2020 03:00;0.7;4.8;220;-;68
Svalbard Lufthavn;SN99840;13.11.2020 04:00;1.4;3.4;180;6;63
Svalbard Lufthavn;SN99840;13.11.2020 05:00;2.2;4.5;182;-;61
Svalbard Lufthavn;SN99840;13.11.2020 06:00;2.2;4;199;-;65
Svalbard Lufthavn;SN99840;13.11.2020 07:00;2.1;5.5;163;7;66
Svalbard Lufthavn;SN99840;13.11.2020 08:00;2;6.4;167;-;63
Svalbard Lufthavn;SN99840;13.11.2020 09:00;2.3;4.7;176;-;68
Svalbard Lufthavn;SN99840;13.11.2020 10:00;2.6;4.7;198;6;71
Svalbard Lufthavn;SN99840;13.11.2020 11:00;2.9;10.4;223;-;67
Svalbard Lufthavn;SN99840;13.11.2020 12:00;2.6;10.4;225;-;69
Svalbard Lufthavn;SN99840;13.11.2020 13:00;2.3;11.3;224;7;73
Svalbard Lufthavn;SN99840;13.11.2020 14:00;1.2;10.5;242;-;85
Svalbard Lufthavn;SN99840;13.11.2020 15:00;0.7;9.5;235;-;85
Svalbard Lufthavn;SN99840;13.11.2020 16:00;1.3;10.7;237;6;66
Svalbard Lufthavn;SN99840;13.11.2020 17:00;0.7;11.5;241;-;63
Svalbard Lufthavn;SN99840;13.11.2020 18:00;0.2;9.4;251;-;71
Svalbard Lufthavn;SN99840;13.11.2020 19:00;0.5;4.5;200;5;64
Svalbard Lufthavn;SN99840;13.11.2020 20:00;-0.1;8.7;248;-;71
Svalbard Lufthavn;SN99840;13.11.2020 21:00;-0.2;6;239;-;70
Svalbard Lufthavn;SN99840;13.11.2020 22:00;-0.7;3.6;225;5;66
Svalbard Lufthavn;SN99840;13.11.2020 23:00;-2.6;4.2;185;-;68
Svalbard Lufthavn;SN99840;14.11.2020 00:00;-1.1;1.3;82;-;70
Svalbard Lufthavn;SN99840;14.11.2020 01:00;-0.8;3.9;119;7;68
Svalbard Lufthavn;SN99840;14.11.2020 02:00;-0.4;3.3;113;-;75
Svalbard Lufthavn;SN99840;14.11.2020 03:00;-0.7;5.2;102;-;80
Svalbard Lufthavn;SN99840;14.11.2020 04:00;0.5;5.9;129;7;74
Svalbard Lufthavn;SN99840;14.11.2020 05:00;0.5;8.3;126;-;78
Svalbard Lufthavn;SN99840;14.11.2020 06:00;0.5;8.4;121;-;84
Svalbard Lufthavn;SN99840;14.11.2020 07:00;1;7.4;123;7;88
Svalbard Lufthavn;SN99840;14.11.2020 08:00;2.6;3.9;134;-;79
Svalbard Lufthavn;SN99840;14.11.2020 09:00;3;1.9;212;-;79
Svalbard Lufthavn;SN99840;14.11.2020 10:00;3.3;3.6;249;7;81
Svalbard Lufthavn;SN99840;14.11.2020 11:00;2;0.9;298;-;88
Svalbard Lufthavn;SN99840;14.11.2020 12:00;5;6.8;162;-;78
Svalbard Lufthavn;SN99840;14.11.2020 13:00;4.5;4.4;170;7;81
Svalbard Lufthavn;SN99840;14.11.2020 14:00;4.9;4.4;127;-;80
Svalbard Lufthavn;SN99840;14.11.2020 15:00;5;8;122;-;78
Svalbard Lufthavn;SN99840;14.11.2020 16:00;5.5;6.6;108;7;77
Svalbard Lufthavn;SN99840;14.11.2020 17:00;6.2;7.9;97;-;75
Svalbard Lufthavn;SN99840;14.11.2020 18:00;5.5;4;147;-;73
Svalbard Lufthavn;SN99840;14.11.2020 19:00;3.8;5.9;152;7;77
Svalbard Lufthavn;SN99840;14.11.2020 20:00;3.4;8.2;122;-;80
Svalbard Lufthavn;SN99840;14.11.2020 21:00;3;6.7;104;-;82
Svalbard Lufthavn;SN99840;14.11.2020 22:00;4.4;6.4;102;7;77
Svalbard Lufthavn;SN99840;14.11.2020 23:00;3.8;5;109;-;83
Svalbard Lufthavn;SN99840;15.11.2020 00:00;3.6;2.3;119;-;85
Svalbard Lufthavn;SN99840;15.11.2020 01:00;3.6;4.3;99;6;84
Svalbard Lufthavn;SN99840;15.11.2020 02:00;4;3.4;70;-;81
Svalbard Lufthavn;SN99840;15.11.2020 03:00;5.9;1.9;213;-;71
Svalbard Lufthavn;SN99840;15.11.2020 04:00;4.6;5.8;157;5;77
Svalbard Lufthavn;SN99840;15.11.2020 05:00;5.9;5.9;126;-;71
Svalbard Lufthavn;SN99840;15.11.2020 06:00;5.6;9.6;168;-;72
Svalbard Lufthavn;SN99840;15.11.2020 07:00;5.7;3.5;213;3;69
Svalbard Lufthavn;SN99840;15.11.2020 08:00;5;4;169;-;75
Svalbard Lufthavn;SN99840;15.11.2020 09:00;4.6;3.5;201;-;76
